,Year,Quarter,Year-Month,Order Date,Region,Category,Product Name,Unit Price,Quantity,Sales,Profit,Profit Margin
81,2023,2023Q2,2023-06,2023-06-24,West,Electronics,Tablet,139.1975,4,556.79,81.77,0.14685967779593742
82,2023,2023Q2,2023-05,2023-05-17,East,Accessories,Mouse,887.71125,4,3550.845,1052.91,0.2965237851835268
83,2023,2023Q1,2023-03,2023-03-26,South,Accessories,Headphones,932.035,6,5592.21,1294.16,0.23142192442701545
84,2024,2024Q4,2024-10,2024-10-12,North,Electronics,Tablet,926.495,2,1852.99,168.92,0.09116077258916669
85,2022,2022Q2,2022-06,2022-06-26,East,Accessories,Monitor,195.14,1,195.14,57.88,0.29660756380034853
86,2022,2022Q2,2022-04,2022-04-15,East,Accessories,Mouse,985.62,4,3942.48,1027.01,0.26049846796939996
87,2023,2023Q4,2023-12,2023-12-10,East,Electronics,Laptop,872.0459999999999,5,4360.23,1160.55,0.26616715173282146
88,2024,2024Q3,2024-09,2024-09-23,North,Accessories,Mouse,820.1566666666666,6,4920.94,929.18,0.1888216478965401
89,2022,2022Q1,2022-01,2022-01-01,East,Accessories,Mouse,1158.28,3,3474.84,565.0,0.16259741455721702
90,2022,2022Q1,2022-02,2022-02-03,West,Accessories,Keyboard,930.14,1,930.14,222.5,0.23921130152450168
91,2023,2023Q1,2023-03,2023-03-14,South,Electronics,Tablet,203.1357142857143,7,1421.95,248.02,0.17442244804669643
92,2024,2024Q3,2024-07,2024-07-07,East,Electronics,Camera,673.49,1,673.49,114.42,0.16989116393710374
93,2022,2022Q2,2022-04,2022-04-13,South,Accessories,Mouse,627.086,5,3135.43,787.7,0.2512255097386962
94,2024,2024Q2,2024-05,2024-05-08,East,Electronics,Smartphone,147.04166666666666,12,1764.5,368.96,0.20910172853499573
95,2024,2024Q3,2024-09,2024-09-10,East,Electronics,Smartphone,298.105,4,1192.42,212.77,0.17843545059626642
96,2024,2024Q3,2024-09,2024-09-10,North,Electronics,Tablet,834.02,1,834.02,95.54,0.11455360782715043
97,2022,2022Q2,2022-05,2022-05-06,East,Electronics,Smartphone,102.12166666666667,6,612.73,83.75,0.13668336787818453
98,2024,2024Q2,2024-06,2024-06-18,West,Accessories,Headphones,897.1033333333334,9,8073.93,710.23,0.08796583572064658
99,2023,2023Q4,2023-10,2023-10-29,North,Accessories,Keyboard,330.05,4,1320.2,361.94,0.2741554309953037
100,2023,2023Q4,2023-11,2023-11-13,North,Electronics,Smartphone,1078.1299999999999,6,6468.78,881.4,0.13625444055911626
101,2022,2022Q3,2022-08,2022-08-21,West,Accessories,Monitor,887.074,5,4435.37,355.51,0.08015340321100607
102,2024,2024Q1,2024-03,2024-03-04,North,Electronics,Smartwatch,1151.175,2,2302.35,305.07,0.13250374617238908
103,2022,2022Q2,2022-04,2022-04-17,East,Electronics,Camera,288.1033333333333,6,1728.62,307.44,0.1778528537214657
104,2023,2023Q4,2023-12,2023-12-20,East,Electronics,Laptop,57.035,8,456.28,108.1,0.23691592881563953
105,2022,2022Q1,2022-03,2022-03-19,West,Electronics,Tablet,575.0216666666666,6,3450.13,705.74,0.204554610985673
106,2023,2023Q2,2023-04,2023-04-30,West,Electronics,Smartphone,788.0916666666667,12,9457.1,1411.7,0.14927409036596842
107,2024,2024Q1,2024-03,2024-03-22,North,Electronics,Smartwatch,135.04857142857142,7,945.34,124.62,0.1318255865614488
108,2022,2022Q1,2022-03,2022-03-08,North,Electronics,Laptop,74.24,4,296.96,65.05,0.21905307112068967
109,2023,2023Q3,2023-09,2023-09-15,West,Electronics,Smartphone,160.1675,4,640.67,149.89,0.23395820000936518
110,2023,2023Q1,2023-03,2023-03-01,North,Electronics,Tablet,797.67,1,797.67,65.27,0.08182581769403387
111,2023,2023Q4,2023-10,2023-10-24,North,Accessories,Monitor,364.1175,4,1456.47,431.89,0.2965320260630154
112,2024,2024Q2,2024-04,2024-04-22,South,Accessories,Monitor,673.0966666666667,6,4038.58,364.11,0.09015792679605208
113,2023,2023Q2,2023-06,2023-06-27,West,Electronics,Tablet,808.1271428571429,7,5656.89,355.81,0.06289851844387993
114,2023,2023Q2,2023-04,2023-04-13,West,Accessories,Mouse,969.1,4,3876.4,302.37,0.07800278609018677
115,2023,2023Q2,2023-05,2023-05-19,South,Accessories,Keyboard,167.14666666666668,3,501.44,57.35,0.11437061263560945
116,2024,2024Q4,2024-11,2024-11-15,East,Accessories,Headphones,243.01777777777775,9,2187.16,413.76,0.18917683205618246
117,2024,2024Q2,2024-04,2024-04-24,East,Accessories,Monitor,188.192,5,940.96,266.02,0.28271127359292636
118,2022,2022Q1,2022-01,2022-01-10,North,Accessories,Headphones,951.42,1,951.42,127.58,0.1340943011498602
119,2022,2022Q4,2022-11,2022-11-17,East,Office,Printer,62.295,2,124.59,27.42,0.2200818685287744
120,2023,2023Q3,2023-08,2023-08-11,East,Electronics,Smartphone,425.05600000000004,10,4250.56,1265.36,0.2976925393359933
121,2022,2022Q1,2022-03,2022-03-19,South,Accessories,Headphones,54.148,5,270.74,29.41,0.10862820418113318
122,2022,2022Q3,2022-07,2022-07-17,South,Electronics,Smartphone,153.08599999999998,10,1530.86,315.28,0.2059495969585723
123,2024,2024Q4,2024-11,2024-11-04,East,Accessories,Headphones,603.1214285714286,7,4221.85,358.02,0.08480168646446462
124,2023,2023Q1,2023-02,2023-02-24,North,Electronics,Laptop,527.1675,4,2108.67,576.48,0.2733855937628932
125,2024,2024Q2,2024-05,2024-05-14,South,Accessories,Keyboard,566.0916666666667,3,1698.275,457.085,0.2691466340845858
126,2022,2022Q1,2022-01,2022-01-15,North,Accessories,Monitor,265.205,4,1060.82,213.05,0.20083520295620372
127,2022,2022Q2,2022-05,2022-05-10,East,Electronics,Tablet,96.144,5,480.72,73.07,0.15200116491928772
128,2022,2022Q1,2022-03,2022-03-10,West,Accessories,Headphones,843.0766666666667,3,2529.23,285.65,0.11293951123464453
129,2022,2022Q1,2022-01,2022-01-23,East,Electronics,Smartwatch,599.105,8,4792.84,511.97,0.10681975613623655
130,2024,2024Q3,2024-09,2024-09-19,East,Electronics,Smartwatch,1007.0975,8,8056.78,605.8,0.07519132953859979
131,2024,2024Q2,2024-06,2024-06-06,North,Electronics,Tablet,1057.045,4,4228.18,947.76,0.22415318174722929
132,2024,2024Q4,2024-10,2024-10-10,East,Electronics,Tablet,653.12,1,653.12,93.78,0.14358770210681038
133,2024,2024Q1,2024-03,2024-03-24,North,Electronics,Tablet,828.0755555555556,9,7452.68,1212.51,0.16269449379283693
134,2023,2023Q3,2023-07,2023-07-21,East,Accessories,Mouse,1032.1675,2,2064.335,578.355,0.28016528325102275
135,2022,2022Q3,2022-07,2022-07-21,West,Electronics,Tablet,1018.0219999999999,5,5090.11,1201.56,0.2360577669244869
136,2022,2022Q3,2022-09,2022-09-01,North,Electronics,Camera,986.198,5,4930.99,387.33,0.07855014915868822
137,2023,2023Q2,2023-04,2023-04-20,South,Electronics,Smartwatch,435.1133333333333,6,2610.68,434.37,0.1663819388052155
138,2023,2023Q4,2023-12,2023-12-11,North,Electronics,Laptop,713.1533333333333,6,4278.92,831.68,0.19436680283809932
139,2024,2024Q3,2024-09,2024-09-29,South,Electronics,Tablet,226.72,1,226.72,55.4,0.24435426958362738
140,2023,2023Q4,2023-11,2023-11-20,West,Electronics,Smartwatch,1122.18,2,2244.36,212.08,0.09449464435295585
141,2023,2023Q4,2023-12,2023-12-24,South,Electronics,Laptop,484.01000000000005,7,3388.07,347.19,0.10247427001213079
142,2022,2022Q2,2022-04,2022-04-24,South,Electronics,Smartphone,551.18,4,2204.72,353.06,0.1601382488479263
143,2024,2024Q3,2024-07,2024-07-13,East,Accessories,Monitor,880.0533333333333,3,2640.16,199.97,0.07574162171989576
144,2022,2022Q2,2022-06,2022-06-11,West,Office,Printer,849.0466666666666,3,2547.14,300.74,0.11806967814882575
145,2024,2024Q4,2024-10,2024-10-28,North,Electronics,Laptop,104.13285714285713,7,728.93,64.82,0.08892486246964729
146,2022,2022Q4,2022-11,2022-11-24,South,Electronics,Camera,492.09999999999997,7,3444.7,607.44,0.1763404650622696
147,2024,2024Q4,2024-10,2024-10-03,West,Electronics,Camera,628.034,5,3140.17,853.66,0.27185152396207846
148,2024,2024Q2,2024-06,2024-06-28,East,Accessories,Keyboard,214.2125,2,428.425,36.495,0.08518410456906109
149,2022,2022Q2,2022-05,2022-05-31,North,Office,Printer,56.49,2,112.98,23.33,0.20649672508408565
150,2023,2023Q1,2023-01,2023-01-31,West,Accessories,Keyboard,756.05,1,756.05,149.365,0.19755968520600492
151,2023,2023Q3,2023-08,2023-08-16,South,Accessories,Mouse,1354.55,1,1354.55,331.77,0.2449300505703001
152,2023,2023Q2,2023-06,2023-06-10,North,Electronics,Tablet,177.0957142857143,7,1239.67,118.36,0.09547702211072301
153,2023,2023Q2,2023-05,2023-05-09,West,Electronics,Tablet,286.275,2,572.55,86.16,0.15048467382761332
154,2022,2022Q2,2022-05,2022-05-08,North,Electronics,Smartwatch,854.405,2,1708.81,93.25,0.054570139453771926
155,2024,2024Q4,2024-11,2024-11-06,North,Electronics,Smartwatch,90.055,4,360.22,42.66,0.11842762756093497
156,2022,2022Q4,2022-12,2022-12-08,North,Electronics,Camera,637.0233333333333,6,3822.14,388.34,0.10160276703626764
157,2022,2022Q3,2022-09,2022-09-25,North,Electronics,Camera,780.1216666666666,6,4680.73,932.97,0.19932147335992464
158,2024,2024Q3,2024-07,2024-07-10,North,Electronics,Camera,504.078,5,2520.39,487.18,0.19329548204841315
159,2024,2024Q1,2024-03,2024-03-29,North,Electronics,Smartwatch,1069.275,2,2138.55,619.29,0.2895840639685768
160,2022,2022Q1,2022-01,2022-01-11,West,Accessories,Keyboard,843.2766666666666,3,2529.83,169.6,0.06704007779178837
161,2022,2022Q2,2022-04,2022-04-08,East,Accessories,Keyboard,236.37,1,236.37,29.33,0.12408512078520961
162,2024,2024Q1,2024-01,2024-01-21,West,Electronics,Tablet,455.13166666666666,6,2730.79,636.48,0.2330754104123715
163,2023,2023Q2,2023-04,2023-04-27,North,Accessories,Headphones,1007.1966666666667,3,3021.59,872.49,0.2887519484774572
164,2024,2024Q4,2024-11,2024-11-06,North,Electronics,Smartwatch,122.42,2,244.84,16.78,0.06853455317758536
165,2022,2022Q2,2022-05,2022-05-11,South,Electronics,Camera,91.00125,8,728.01,120.06,0.16491531709729262
166,2022,2022Q4,2022-10,2022-10-02,North,Accessories,Mouse,151.15333333333334,3,453.46,89.49,0.19734927005689587
167,2022,2022Q1,2022-01,2022-01-12,South,Electronics,Laptop,379.37,1,379.37,84.38,0.22242138281888393
168,2023,2023Q1,2023-01,2023-01-09,West,Electronics,Tablet,710.2466666666666,3,2130.74,510.69,0.2396772952119921
169,2023,2023Q2,2023-05,2023-05-04,North,Accessories,Monitor,515.12,8,4120.96,710.11,0.1723166446653207
170,2024,2024Q3,2024-09,2024-09-07,South,Electronics,Smartwatch,450.1014285714286,7,3150.71,299.7,0.09512141707742064
171,2022,2022Q2,2022-05,2022-05-17,East,Electronics,Smartwatch,384.0357142857143,7,2688.25,603.07,0.2243355342695062
172,2023,2023Q3,2023-08,2023-08-17,East,Electronics,Tablet,876.12,2,1752.24,501.19,0.2860281696571246
173,2022,2022Q2,2022-05,2022-05-11,North,Electronics,Tablet,669.21,3,2007.63,160.84,0.08011436370247506
174,2023,2023Q2,2023-05,2023-05-12,West,Electronics,Tablet,1032.097142857143,7,7224.68,479.23,0.06633234966808219
175,2023,2023Q2,2023-05,2023-05-08,South,Accessories,Monitor,771.031111111111,9,6939.28,1249.31,0.18003452807784093
176,2023,2023Q1,2023-01,2023-01-12,South,Electronics,Laptop,797.118,10,7971.18,1648.8,0.2068451596877752
177,2022,2022Q1,2022-01,2022-01-03,North,Electronics,Camera,389.0228571428571,7,2723.16,638.26,0.23438211489592975
178,2022,2022Q4,2022-10,2022-10-20,North,Electronics,Tablet,373.43,2,746.86,170.75,0.22862383847039605
179,2024,2024Q3,2024-08,2024-08-21,West,Electronics,Laptop,634.154,5,3170.77,245.25,0.07734714280758302
180,2023,2023Q4,2023-12,2023-12-11,East,Electronics,Smartwatch,110.16400000000002,5,550.82,63.11,0.11457463418176536
181,2022,2022Q3,2022-08,2022-08-14,North,Electronics,Tablet,60.0675,8,480.54,132.45,0.27562741915345235
182,2024,2024Q2,2024-06,2024-06-03,East,Office,Printer,821.185,4,3284.74,354.4,0.10789286214434018
183,2024,2024Q1,2024-01,2024-01-23,South,Electronics,Smartwatch,874.05,2,1748.1,183.75,0.10511412390595504
184,2023,2023Q4,2023-11,2023-11-20,North,Accessories,Headphones,103.06125,8,824.49,240.84,0.2921078484881563
185,2022,2022Q1,2022-03,2022-03-03,North,Accessories,Headphones,468.1675,4,1872.67,448.46,0.2394762558272413
186,2024,2024Q1,2024-02,2024-02-20,West,Electronics,Tablet,209.32333333333335,3,627.97,103.98,0.16558115833558928
187,2024,2024Q3,2024-08,2024-08-09,East,Electronics,Camera,629.0,9,5661.0,1104.02,0.19502208090443385
188,2022,2022Q2,2022-06,2022-06-19,North,Electronics,Camera,970.0,3,2910.0,765.47,0.26304810996563577
189,2024,2024Q3,2024-08,2024-08-30,West,Electronics,Tablet,963.0260000000001,5,4815.13,338.31,0.07025978530174679
190,2024,2024Q1,2024-02,2024-02-20,East,Electronics,Tablet,620.62,1,620.62,165.43,0.26655602462054073
191,2023,2023Q1,2023-02,2023-02-26,West,Electronics,Camera,405.12399999999997,5,2025.62,414.42,0.20458921219182277
192,2023,2023Q2,2023-04,2023-04-12,South,Electronics,Smartphone,414.0475,8,3312.38,811.31,0.24493264661663214
193,2024,2024Q1,2024-01,2024-01-01,West,Accessories,Mouse,965.0033333333334,3,2895.01,642.605,0.221969872297505
194,2023,2023Q4,2023-12,2023-12-06,South,Electronics,Laptop,450.13000000000005,12,5401.56,1055.94,0.19548797014195898
195,2023,2023Q4,2023-12,2023-12-05,East,Electronics,Smartwatch,259.07125,8,2072.57,555.06,0.26781242611829753
196,2024,2024Q4,2024-10,2024-10-27,North,Accessories,Keyboard,1495.675,1,1495.675,358.27,0.2395373326424524
197,2024,2024Q3,2024-08,2024-08-04,East,Electronics,Laptop,928.0716666666667,12,11136.86,1917.18,0.1721472659259432
198,2024,2024Q2,2024-04,2024-04-28,South,Electronics,Smartphone,1095.1375,4,4380.55,362.81,0.08282293319332047
199,2022,2022Q1,2022-03,2022-03-25,South,Electronics,Tablet,352.098,5,1760.49,272.68,0.1548886957608393
200,2024,2024Q4,2024-10,2024-10-05,North,Accessories,Headphones,619.0588888888889,9,5571.53,1523.81,0.2734993798830842
201,2024,2024Q4,2024-12,2024-12-19,South,Electronics,Tablet,541.41,2,1082.82,182.1,0.1681719953454868
202,2022,2022Q3,2022-07,2022-07-18,East,Electronics,Camera,569.08,1,569.08,138.11,0.24268995571800098
203,2023,2023Q2,2023-06,2023-06-11,North,Accessories,Mouse,427.045,8,3416.36,697.42,0.20414124975119716
204,2023,2023Q3,2023-08,2023-08-07,East,Accessories,Monitor,550.1466666666666,6,3300.88,386.92,0.11721722692130583
205,2022,2022Q4,2022-12,2022-12-04,South,Electronics,Laptop,323.1175,16,5169.88,1137.54,0.22003218643372766
206,2023,2023Q4,2023-12,2023-12-15,West,Accessories,Monitor,141.15833333333333,6,846.95,190.87,0.2253615915933644
207,2023,2023Q3,2023-08,2023-08-12,West,Electronics,Smartphone,51.54,2,103.08,18.72,0.18160651920838183
208,2024,2024Q2,2024-05,2024-05-20,South,Electronics,Smartwatch,1176.105,6,7056.63,586.91,0.08317142885484997
209,2024,2024Q2,2024-06,2024-06-05,West,Electronics,Smartwatch,192.135,2,384.27,38.41,0.0999557602727249
210,2022,2022Q1,2022-01,2022-01-09,South,Electronics,Laptop,366.11625,8,2928.93,663.54,0.22654689596542082
211,2023,2023Q4,2023-12,2023-12-17,West,Electronics,Camera,272.0057142857143,7,1904.04,352.86,0.18532173693829962
212,2022,2022Q3,2022-09,2022-09-08,East,Electronics,Tablet,1157.375,2,2314.75,312.07,0.13481801490441733
213,2022,2022Q1,2022-01,2022-01-22,South,Office,Printer,257.0925,4,1028.37,192.13,0.18682964302731508
214,2024,2024Q3,2024-09,2024-09-04,South,Accessories,Headphones,923.0500000000001,9,8307.45,1326.23,0.15964345256366272
215,2024,2024Q1,2024-01,2024-01-20,West,Office,Printer,171.02444444444444,9,1539.22,203.54,0.13223580774678084
216,2022,2022Q4,2022-11,2022-11-03,West,Electronics,Tablet,358.12857142857143,7,2506.9,537.98,0.21459970481471138
217,2023,2023Q3,2023-07,2023-07-03,West,Electronics,Smartphone,963.0033333333334,12,11556.04,2465.08,0.21331528793600574
218,2024,2024Q2,2024-05,2024-05-11,North,Accessories,Monitor,952.13,1,952.13,157.7,0.16562864314746933
219,2024,2024Q1,2024-01,2024-01-02,West,Electronics,Smartwatch,453.0775,8,3624.62,750.86,0.20715550871539637
220,2023,2023Q1,2023-02,2023-02-24,South,Accessories,Keyboard,996.0175,4,3984.07,775.56,0.1946652543755506
221,2024,2024Q3,2024-07,2024-07-20,South,Accessories,Mouse,627.205,2,1254.41,250.09,0.19936862748224263
222,2022,2022Q2,2022-04,2022-04-10,West,Accessories,Mouse,916.85,1,916.85,223.5,0.2437694279325953
223,2022,2022Q2,2022-05,2022-05-10,East,Accessories,Monitor,280.01125,8,2240.09,313.17,0.13980241865282197
224,2022,2022Q1,2022-01,2022-01-28,South,Accessories,Monitor,940.2,1,940.2,120.35,0.1280046798553499
225,2023,2023Q2,2023-04,2023-04-05,West,Accessories,Headphones,310.062,5,1550.31,203.51,0.13127052008953047
226,2023,2023Q3,2023-09,2023-09-22,South,Accessories,Keyboard,392.11999999999995,3,1176.36,128.2,0.10898024414294943
227,2024,2024Q3,2024-08,2024-08-29,North,Electronics,Smartwatch,182.00777777777776,9,1638.07,183.75,0.11217469338917141
